date,fulldatealternatekey,month,quarter,year
20190117,17-01-2019,January,1,2019
20190118,18-01-2019,January,1,2019
20190119,19-01-2019,January,1,2019
20190120,20-01-2019,January,1,2019
20190121,21-01-2019,January,1,2019
20190122,22-01-2019,January,1,2019
20190123,23-01-2019,January,1,2019
20190124,24-01-2019,January,1,2019
20190125,25-01-2019,January,1,2019
20190126,26-01-2019,January,1,2019
20190127,27-01-2019,January,1,2019
20190128,28-01-2019,January,1,2019
20190129,29-01-2019,January,1,2019
20190130,30-01-2019,January,1,2019
20190131,31-01-2019,January,1,2019
20190201,01-02-2019,February,1,2019
20190202,02-02-2019,February,1,2019
20190203,03-02-2019,February,1,2019
20190204,04-02-2019,February,1,2019
20190205,05-02-2019,February,1,2019
20190206,06-02-2019,February,1,2019
20190207,07-02-2019,February,1,2019
20190208,08-02-2019,February,1,2019
20190209,09-02-2019,February,1,2019
20190210,10-02-2019,February,1,2019
20190211,11-02-2019,February,1,2019
20190212,12-02-2019,February,1,2019
20190213,13-02-2019,February,1,2019
20190214,14-02-2019,February,1,2019
20190215,15-02-2019,February,1,2019
20190216,16-02-2019,February,1,2019
20190217,17-02-2019,February,1,2019
20190218,18-02-2019,February,1,2019
20190219,19-02-2019,February,1,2019
20190220,20-02-2019,February,1,2019
20190221,21-02-2019,February,1,2019
20190222,22-02-2019,February,1,2019
20190223,23-02-2019,February,1,2019
20190224,24-02-2019,February,1,2019
20190225,25-02-2019,February,1,2019
20190226,26-02-2019,February,1,2019
20190227,27-02-2019,February,1,2019
20190228,28-02-2019,February,1,2019
20190301,01-03-2019,March,1,2019
20190302,02-03-2019,March,1,2019
20190303,03-03-2019,March,1,2019
20190304,04-03-2019,March,1,2019
20190305,05-03-2019,March,1,2019
20190306,06-03-2019,March,1,2019
20190307,07-03-2019,March,1,2019
20190308,08-03-2019,March,1,2019
20190309,09-03-2019,March,1,2019
20190310,10-03-2019,March,1,2019
20190311,11-03-2019,March,1,2019
20190312,12-03-2019,March,1,2019
20190313,13-03-2019,March,1,2019
20190314,14-03-2019,March,1,2019
20190315,15-03-2019,March,1,2019
20190316,16-03-2019,March,1,2019
20190317,17-03-2019,March,1,2019
20190318,18-03-2019,March,1,2019
20190319,19-03-2019,March,1,2019
20190320,20-03-2019,March,1,2019
20190321,21-03-2019,March,1,2019
20190322,22-03-2019,March,1,2019
20190323,23-03-2019,March,1,2019
20190324,24-03-2019,March,1,2019
20190325,25-03-2019,March,1,2019
20190326,26-03-2019,March,1,2019
20190327,27-03-2019,March,1,2019
20190328,28-03-2019,March,1,2019
20190329,29-03-2019,March,1,2019
20190330,30-03-2019,March,1,2019
20190331,31-03-2019,March,1,2019
20190401,01-04-2019,April,2,2019
20190402,02-04-2019,April,2,2019
20190403,03-04-2019,April,2,2019
20190404,04-04-2019,April,2,2019
20190405,05-04-2019,April,2,2019
20190406,06-04-2019,April,2,2019
20190407,07-04-2019,April,2,2019
20190408,08-04-2019,April,2,2019
20190409,09-04-2019,April,2,2019
20190410,10-04-2019,April,2,2019
20190411,11-04-2019,April,2,2019
20190412,12-04-2019,April,2,2019
20190413,13-04-2019,April,2,2019
20190414,14-04-2019,April,2,2019
20190415,15-04-2019,April,2,2019
20190416,16-04-2019,April,2,2019
20190417,17-04-2019,April,2,2019
20190418,18-04-2019,April,2,2019
20190419,19-04-2019,April,2,2019
20190420,20-04-2019,April,2,2019
20190421,21-04-2019,April,2,2019
20190422,22-04-2019,April,2,2019
20190423,23-04-2019,April,2,2019
20190424,24-04-2019,April,2,2019
20190425,25-04-2019,April,2,2019
20190426,26-04-2019,April,2,2019
20190427,27-04-2019,April,2,2019
20190428,28-04-2019,April,2,2019
20190429,29-04-2019,April,2,2019
20190430,30-04-2019,April,2,2019
20190501,01-05-2019,May,2,2019
20190502,02-05-2019,May,2,2019
20190503,03-05-2019,May,2,2019
20190504,04-05-2019,May,2,2019
20190505,05-05-2019,May,2,2019
20190506,06-05-2019,May,2,2019
20190507,07-05-2019,May,2,2019
20190508,08-05-2019,May,2,2019
20190509,09-05-2019,May,2,2019
20190510,10-05-2019,May,2,2019
20190511,11-05-2019,May,2,2019
20190512,12-05-2019,May,2,2019
20190513,13-05-2019,May,2,2019
20190514,14-05-2019,May,2,2019
20190515,15-05-2019,May,2,2019
20190516,16-05-2019,May,2,2019
20190517,17-05-2019,May,2,2019
20190518,18-05-2019,May,2,2019
20190519,19-05-2019,May,2,2019
20190520,20-05-2019,May,2,2019
20190521,21-05-2019,May,2,2019
20190522,22-05-2019,May,2,2019
20190523,23-05-2019,May,2,2019
20190524,24-05-2019,May,2,2019
20190525,25-05-2019,May,2,2019
20190526,26-05-2019,May,2,2019
20190527,27-05-2019,May,2,2019
20190528,28-05-2019,May,2,2019
20190529,29-05-2019,May,2,2019
20190530,30-05-2019,May,2,2019
20190531,31-05-2019,May,2,2019
20190601,01-06-2019,June,2,2019
20190602,02-06-2019,June,2,2019
20190603,03-06-2019,June,2,2019
20190604,04-06-2019,June,2,2019
20190605,05-06-2019,June,2,2019
20190606,06-06-2019,June,2,2019
20190607,07-06-2019,June,2,2019
20190608,08-06-2019,June,2,2019
20190609,09-06-2019,June,2,2019
20190610,10-06-2019,June,2,2019
20190611,11-06-2019,June,2,2019
20190612,12-06-2019,June,2,2019
20190613,13-06-2019,June,2,2019
20190614,14-06-2019,June,2,2019
20190615,15-06-2019,June,2,2019
20190616,16-06-2019,June,2,2019
20190617,17-06-2019,June,2,2019
20190618,18-06-2019,June,2,2019
20190619,19-06-2019,June,2,2019
20190620,20-06-2019,June,2,2019
20190621,21-06-2019,June,2,2019
20190622,22-06-2019,June,2,2019
20190623,23-06-2019,June,2,2019
20190624,24-06-2019,June,2,2019
20190625,25-06-2019,June,2,2019
20190626,26-06-2019,June,2,2019
20190627,27-06-2019,June,2,2019
20190628,28-06-2019,June,2,2019
20190629,29-06-2019,June,2,2019
20190630,30-06-2019,June,2,2019
20190701,01-07-2019,July,3,2019
20190702,02-07-2019,July,3,2019
20190703,03-07-2019,July,3,2019
20190704,04-07-2019,July,3,2019
20190705,05-07-2019,July,3,2019
20190706,06-07-2019,July,3,2019
20190707,07-07-2019,July,3,2019
20190708,08-07-2019,July,3,2019
20190709,09-07-2019,July,3,2019
20190710,10-07-2019,July,3,2019
20190711,11-07-2019,July,3,2019
20190712,12-07-2019,July,3,2019
20190713,13-07-2019,July,3,2019
20190714,14-07-2019,July,3,2019
20190715,15-07-2019,July,3,2019
20190716,16-07-2019,July,3,2019
20190717,17-07-2019,July,3,2019
20190718,18-07-2019,July,3,2019
20190719,19-07-2019,July,3,2019
20190720,20-07-2019,July,3,2019
20190721,21-07-2019,July,3,2019
20190722,22-07-2019,July,3,2019
20190723,23-07-2019,July,3,2019
20190724,24-07-2019,July,3,2019
20190725,25-07-2019,July,3,2019
20190726,26-07-2019,July,3,2019
20190727,27-07-2019,July,3,2019
20190728,28-07-2019,July,3,2019
20190729,29-07-2019,July,3,2019
20190730,30-07-2019,July,3,2019
20190731,31-07-2019,July,3,2019
20190801,01-08-2019,August,3,2019
20190802,02-08-2019,August,3,2019
20190803,03-08-2019,August,3,2019
20190804,04-08-2019,August,3,2019
20190805,05-08-2019,August,3,2019
20190806,06-08-2019,August,3,2019
20190807,07-08-2019,August,3,2019
20190808,08-08-2019,August,3,2019
20190809,09-08-2019,August,3,2019
20190810,10-08-2019,August,3,2019
20190811,11-08-2019,August,3,2019
20190812,12-08-2019,August,3,2019
20190813,13-08-2019,August,3,2019
20190814,14-08-2019,August,3,2019
20190815,15-08-2019,August,3,2019
20190816,16-08-2019,August,3,2019
20190817,17-08-2019,August,3,2019
20190818,18-08-2019,August,3,2019
20190819,19-08-2019,August,3,2019
20190820,20-08-2019,August,3,2019
20190821,21-08-2019,August,3,2019
20190822,22-08-2019,August,3,2019
20190823,23-08-2019,August,3,2019
20190824,24-08-2019,August,3,2019
20190825,25-08-2019,August,3,2019
20190826,26-08-2019,August,3,2019
20190827,27-08-2019,August,3,2019
20190828,28-08-2019,August,3,2019
20190829,29-08-2019,August,3,2019
20190830,30-08-2019,August,3,2019
20190831,31-08-2019,August,3,2019
20190901,01-09-2019,September,3,2019
20190902,02-09-2019,September,3,2019
20190903,03-09-2019,September,3,2019
20190904,04-09-2019,September,3,2019
20190905,05-09-2019,September,3,2019
20190906,06-09-2019,September,3,2019
20190907,07-09-2019,September,3,2019
20190908,08-09-2019,September,3,2019
20190909,09-09-2019,September,3,2019
20190910,10-09-2019,September,3,2019
20190911,11-09-2019,September,3,2019
20190912,12-09-2019,September,3,2019
20190913,13-09-2019,September,3,2019
20190914,14-09-2019,September,3,2019
20190915,15-09-2019,September,3,2019
20190916,16-09-2019,September,3,2019
20190917,17-09-2019,September,3,2019
20190918,18-09-2019,September,3,2019
20190919,19-09-2019,September,3,2019
20190920,20-09-2019,September,3,2019
20190921,21-09-2019,September,3,2019
20190922,22-09-2019,September,3,2019
20190923,23-09-2019,September,3,2019
20190924,24-09-2019,September,3,2019
20190925,25-09-2019,September,3,2019
20190926,26-09-2019,September,3,2019
20190927,27-09-2019,September,3,2019
20190928,28-09-2019,September,3,2019
20190929,29-09-2019,September,3,2019
20190930,30-09-2019,September,3,2019
20191001,01-10-2019,October,4,2019
20191002,02-10-2019,October,4,2019
20191003,03-10-2019,October,4,2019
20191004,04-10-2019,October,4,2019
20191005,05-10-2019,October,4,2019
20191006,06-10-2019,October,4,2019
20191007,07-10-2019,October,4,2019
20191008,08-10-2019,October,4,2019
20191009,09-10-2019,October,4,2019
20191010,10-10-2019,October,4,2019
20191011,11-10-2019,October,4,2019
20191012,12-10-2019,October,4,2019
20191013,13-10-2019,October,4,2019
20191014,14-10-2019,October,4,2019
20191015,15-10-2019,October,4,2019
20191016,16-10-2019,October,4,2019
20191017,17-10-2019,October,4,2019
20191018,18-10-2019,October,4,2019
20191019,19-10-2019,October,4,2019
20191020,20-10-2019,October,4,2019
20191021,21-10-2019,October,4,2019
20191022,22-10-2019,October,4,2019
20191023,23-10-2019,October,4,2019
20191024,24-10-2019,October,4,2019
20191025,25-10-2019,October,4,2019
20191026,26-10-2019,October,4,2019
20191027,27-10-2019,October,4,2019
20191028,28-10-2019,October,4,2019
20191029,29-10-2019,October,4,2019
20191030,30-10-2019,October,4,2019
20191031,31-10-2019,October,4,2019
20191101,01-11-2019,November,4,2019
20191102,02-11-2019,November,4,2019
20191103,03-11-2019,November,4,2019
20191104,04-11-2019,November,4,2019
20191105,05-11-2019,November,4,2019
20191106,06-11-2019,November,4,2019
20191107,07-11-2019,November,4,2019
20191108,08-11-2019,November,4,2019
20191109,09-11-2019,November,4,2019
20191110,10-11-2019,November,4,2019
20191111,11-11-2019,November,4,2019
20191112,12-11-2019,November,4,2019
20191113,13-11-2019,November,4,2019
20191114,14-11-2019,November,4,2019
20191115,15-11-2019,November,4,2019
20191116,16-11-2019,November,4,2019
20191117,17-11-2019,November,4,2019
20191118,18-11-2019,November,4,2019
20191119,19-11-2019,November,4,2019
20191120,20-11-2019,November,4,2019
20191121,21-11-2019,November,4,2019
20191122,22-11-2019,November,4,2019
20191123,23-11-2019,November,4,2019
20191124,24-11-2019,November,4,2019
20191125,25-11-2019,November,4,2019
20191126,26-11-2019,November,4,2019
20191127,27-11-2019,November,4,2019
20191128,28-11-2019,November,4,2019
20191129,29-11-2019,November,4,2019
20191130,30-11-2019,November,4,2019
20191201,01-12-2019,December,4,2019
20191202,02-12-2019,December,4,2019
20191203,03-12-2019,December,4,2019
20191204,04-12-2019,December,4,2019
20191205,05-12-2019,December,4,2019
20191206,06-12-2019,December,4,2019
20191207,07-12-2019,December,4,2019
20191208,08-12-2019,December,4,2019
20191209,09-12-2019,December,4,2019
20191210,10-12-2019,December,4,2019
20191211,11-12-2019,December,4,2019
20191212,12-12-2019,December,4,2019
20191213,13-12-2019,December,4,2019
20191214,14-12-2019,December,4,2019
20191215,15-12-2019,December,4,2019
20191216,16-12-2019,December,4,2019
20191217,17-12-2019,December,4,2019
20191218,18-12-2019,December,4,2019
20191219,19-12-2019,December,4,2019
20191220,20-12-2019,December,4,2019
20191221,21-12-2019,December,4,2019
20191222,22-12-2019,December,4,2019
20191223,23-12-2019,December,4,2019
20191224,24-12-2019,December,4,2019
20191225,25-12-2019,December,4,2019
20191226,26-12-2019,December,4,2019
20191227,27-12-2019,December,4,2019
20191228,28-12-2019,December,4,2019
20191229,29-12-2019,December,4,2019
20191230,30-12-2019,December,4,2019
20191231,31-12-2019,December,4,2019
20200101,01-01-2020,January,1,2020
20200102,02-01-2020,January,1,2020
20200103,03-01-2020,January,1,2020
20200104,04-01-2020,January,1,2020
20200105,05-01-2020,January,1,2020
20200106,06-01-2020,January,1,2020
20200107,07-01-2020,January,1,2020
20200108,08-01-2020,January,1,2020
20200109,09-01-2020,January,1,2020
20200110,10-01-2020,January,1,2020
20200111,11-01-2020,January,1,2020
20200112,12-01-2020,January,1,2020
20200113,13-01-2020,January,1,2020
20200114,14-01-2020,January,1,2020
20200115,15-01-2020,January,1,2020
20200116,16-01-2020,January,1,2020
20200117,17-01-2020,January,1,2020
20200118,18-01-2020,January,1,2020
20200119,19-01-2020,January,1,2020
20200120,20-01-2020,January,1,2020
20200121,21-01-2020,January,1,2020
20200122,22-01-2020,January,1,2020
20200123,23-01-2020,January,1,2020
20200124,24-01-2020,January,1,2020
20200125,25-01-2020,January,1,2020
20200126,26-01-2020,January,1,2020
20200127,27-01-2020,January,1,2020
20200128,28-01-2020,January,1,2020
20200129,29-01-2020,January,1,2020
20200130,30-01-2020,January,1,2020
20200131,31-01-2020,January,1,2020
20200201,01-02-2020,February,1,2020
20200202,02-02-2020,February,1,2020
20200203,03-02-2020,February,1,2020
20200204,04-02-2020,February,1,2020
20200205,05-02-2020,February,1,2020
20200206,06-02-2020,February,1,2020
20200207,07-02-2020,February,1,2020
20200208,08-02-2020,February,1,2020
20200209,09-02-2020,February,1,2020
20200210,10-02-2020,February,1,2020
20200211,11-02-2020,February,1,2020
20200212,12-02-2020,February,1,2020
20200213,13-02-2020,February,1,2020
20200214,14-02-2020,February,1,2020
20200215,15-02-2020,February,1,2020
20200216,16-02-2020,February,1,2020
20200217,17-02-2020,February,1,2020
20200218,18-02-2020,February,1,2020
20200219,19-02-2020,February,1,2020
20200220,20-02-2020,February,1,2020
20200221,21-02-2020,February,1,2020
20200222,22-02-2020,February,1,2020
20200223,23-02-2020,February,1,2020
20200224,24-02-2020,February,1,2020
20200225,25-02-2020,February,1,2020
20200226,26-02-2020,February,1,2020
20200227,27-02-2020,February,1,2020
20200228,28-02-2020,February,1,2020
20200229,29-02-2020,February,1,2020
20200301,01-03-2020,March,1,2020
20200302,02-03-2020,March,1,2020
20200303,03-03-2020,March,1,2020
20200304,04-03-2020,March,1,2020
20200305,05-03-2020,March,1,2020
20200306,06-03-2020,March,1,2020
20200307,07-03-2020,March,1,2020
20200308,08-03-2020,March,1,2020
20200309,09-03-2020,March,1,2020
20200310,10-03-2020,March,1,2020
20200311,11-03-2020,March,1,2020
20200312,12-03-2020,March,1,2020
20200313,13-03-2020,March,1,2020
20200314,14-03-2020,March,1,2020
20200315,15-03-2020,March,1,2020
20200316,16-03-2020,March,1,2020
20200317,17-03-2020,March,1,2020
20200318,18-03-2020,March,1,2020
20200319,19-03-2020,March,1,2020
20200320,20-03-2020,March,1,2020
20200321,21-03-2020,March,1,2020
20200322,22-03-2020,March,1,2020
20200323,23-03-2020,March,1,2020
20200324,24-03-2020,March,1,2020
20200325,25-03-2020,March,1,2020
20200326,26-03-2020,March,1,2020
20200327,27-03-2020,March,1,2020
20200328,28-03-2020,March,1,2020
20200329,29-03-2020,March,1,2020
20200330,30-03-2020,March,1,2020
20200331,31-03-2020,March,1,2020
20200401,01-04-2020,April,2,2020
20200402,02-04-2020,April,2,2020
20200403,03-04-2020,April,2,2020
20200404,04-04-2020,April,2,2020
20200405,05-04-2020,April,2,2020
20200406,06-04-2020,April,2,2020
20200407,07-04-2020,April,2,2020
20200408,08-04-2020,April,2,2020
20200409,09-04-2020,April,2,2020
20200410,10-04-2020,April,2,2020
20200411,11-04-2020,April,2,2020
20200412,12-04-2020,April,2,2020
20200413,13-04-2020,April,2,2020
20200414,14-04-2020,April,2,2020
20200415,15-04-2020,April,2,2020
20200416,16-04-2020,April,2,2020
20200417,17-04-2020,April,2,2020
20200418,18-04-2020,April,2,2020
20200419,19-04-2020,April,2,2020
20200420,20-04-2020,April,2,2020
20200421,21-04-2020,April,2,2020
20200422,22-04-2020,April,2,2020
20200423,23-04-2020,April,2,2020
20200424,24-04-2020,April,2,2020
20200425,25-04-2020,April,2,2020
20200426,26-04-2020,April,2,2020
20200427,27-04-2020,April,2,2020
20200428,28-04-2020,April,2,2020
20200429,29-04-2020,April,2,2020
20200430,30-04-2020,April,2,2020
20200501,01-05-2020,May,2,2020
20200502,02-05-2020,May,2,2020
20200503,03-05-2020,May,2,2020
20200504,04-05-2020,May,2,2020
20200505,05-05-2020,May,2,2020
20200506,06-05-2020,May,2,2020
20200507,07-05-2020,May,2,2020
20200508,08-05-2020,May,2,2020
20200509,09-05-2020,May,2,2020
20200510,10-05-2020,May,2,2020
20200511,11-05-2020,May,2,2020
20200512,12-05-2020,May,2,2020
20200513,13-05-2020,May,2,2020
20200514,14-05-2020,May,2,2020
20200515,15-05-2020,May,2,2020
20200516,16-05-2020,May,2,2020
20200517,17-05-2020,May,2,2020
20200518,18-05-2020,May,2,2020
20200519,19-05-2020,May,2,2020
20200520,20-05-2020,May,2,2020
20200521,21-05-2020,May,2,2020
20200522,22-05-2020,May,2,2020
20200523,23-05-2020,May,2,2020
20200524,24-05-2020,May,2,2020
20200525,25-05-2020,May,2,2020
20200526,26-05-2020,May,2,2020
20200527,27-05-2020,May,2,2020
20200528,28-05-2020,May,2,2020
20200529,29-05-2020,May,2,2020
20200530,30-05-2020,May,2,2020
20200531,31-05-2020,May,2,2020
20200601,01-06-2020,June,2,2020
20200602,02-06-2020,June,2,2020
20200603,03-06-2020,June,2,2020
20200604,04-06-2020,June,2,2020
20200605,05-06-2020,June,2,2020
20200606,06-06-2020,June,2,2020
20200607,07-06-2020,June,2,2020
20200608,08-06-2020,June,2,2020
20200609,09-06-2020,June,2,2020
20200610,10-06-2020,June,2,2020
20200611,11-06-2020,June,2,2020
20200612,12-06-2020,June,2,2020
20200613,13-06-2020,June,2,2020
20200614,14-06-2020,June,2,2020
20200615,15-06-2020,June,2,2020
20200616,16-06-2020,June,2,2020
20200617,17-06-2020,June,2,2020
20200618,18-06-2020,June,2,2020
20200619,19-06-2020,June,2,2020
20200620,20-06-2020,June,2,2020
20200621,21-06-2020,June,2,2020
20200622,22-06-2020,June,2,2020
20200623,23-06-2020,June,2,2020
20200624,24-06-2020,June,2,2020
20200625,25-06-2020,June,2,2020
20200626,26-06-2020,June,2,2020
20200627,27-06-2020,June,2,2020
20200628,28-06-2020,June,2,2020
20200629,29-06-2020,June,2,2020
20200630,30-06-2020,June,2,2020
20200701,01-07-2020,July,3,2020
20200702,02-07-2020,July,3,2020
20200703,03-07-2020,July,3,2020
20200704,04-07-2020,July,3,2020
20200705,05-07-2020,July,3,2020
20200706,06-07-2020,July,3,2020
20200707,07-07-2020,July,3,2020
20200708,08-07-2020,July,3,2020
20200709,09-07-2020,July,3,2020
20200710,10-07-2020,July,3,2020
20200711,11-07-2020,July,3,2020
20200712,12-07-2020,July,3,2020
20200713,13-07-2020,July,3,2020
20200714,14-07-2020,July,3,2020
20200715,15-07-2020,July,3,2020
20200716,16-07-2020,July,3,2020
20200717,17-07-2020,July,3,2020
20200718,18-07-2020,July,3,2020
20200719,19-07-2020,July,3,2020
20200720,20-07-2020,July,3,2020
20200721,21-07-2020,July,3,2020
20200722,22-07-2020,July,3,2020
20200723,23-07-2020,July,3,2020
20200724,24-07-2020,July,3,2020
20200725,25-07-2020,July,3,2020
20200726,26-07-2020,July,3,2020
20200727,27-07-2020,July,3,2020
20200728,28-07-2020,July,3,2020
20200729,29-07-2020,July,3,2020
20200730,30-07-2020,July,3,2020
20200731,31-07-2020,July,3,2020
20200801,01-08-2020,August,3,2020
20200802,02-08-2020,August,3,2020
20200803,03-08-2020,August,3,2020
20200804,04-08-2020,August,3,2020
20200805,05-08-2020,August,3,2020
20200806,06-08-2020,August,3,2020
20200807,07-08-2020,August,3,2020
20200808,08-08-2020,August,3,2020
20200809,09-08-2020,August,3,2020
20200810,10-08-2020,August,3,2020
20200811,11-08-2020,August,3,2020
20200812,12-08-2020,August,3,2020
20200813,13-08-2020,August,3,2020
20200814,14-08-2020,August,3,2020
20200815,15-08-2020,August,3,2020
20200816,16-08-2020,August,3,2020
20200817,17-08-2020,August,3,2020
20200818,18-08-2020,August,3,2020
20200819,19-08-2020,August,3,2020
20200820,20-08-2020,August,3,2020
20200821,21-08-2020,August,3,2020
20200822,22-08-2020,August,3,2020
20200823,23-08-2020,August,3,2020
20200824,24-08-2020,August,3,2020
20200825,25-08-2020,August,3,2020
20200826,26-08-2020,August,3,2020
20200827,27-08-2020,August,3,2020
20200828,28-08-2020,August,3,2020
20200829,29-08-2020,August,3,2020
20200830,30-08-2020,August,3,2020
20200831,31-08-2020,August,3,2020
20200901,01-09-2020,September,3,2020
20200902,02-09-2020,September,3,2020
20200903,03-09-2020,September,3,2020
20200904,04-09-2020,September,3,2020
20200905,05-09-2020,September,3,2020
20200906,06-09-2020,September,3,2020
20200907,07-09-2020,September,3,2020
20200908,08-09-2020,September,3,2020
20200909,09-09-2020,September,3,2020
20200910,10-09-2020,September,3,2020
20200911,11-09-2020,September,3,2020
20200912,12-09-2020,September,3,2020
20200913,13-09-2020,September,3,2020
20200914,14-09-2020,September,3,2020
20200915,15-09-2020,September,3,2020
20200916,16-09-2020,September,3,2020
20200917,17-09-2020,September,3,2020
20200918,18-09-2020,September,3,2020
20200919,19-09-2020,September,3,2020
20200920,20-09-2020,September,3,2020
20200921,21-09-2020,September,3,2020
20200922,22-09-2020,September,3,2020
20200923,23-09-2020,September,3,2020
20200924,24-09-2020,September,3,2020
20200925,25-09-2020,September,3,2020
20200926,26-09-2020,September,3,2020
20200927,27-09-2020,September,3,2020
20200928,28-09-2020,September,3,2020
20200929,29-09-2020,September,3,2020
20200930,30-09-2020,September,3,2020
20201001,01-10-2020,October,4,2020
20201002,02-10-2020,October,4,2020
20201003,03-10-2020,October,4,2020
20201004,04-10-2020,October,4,2020
20201005,05-10-2020,October,4,2020
20201006,06-10-2020,October,4,2020
20201007,07-10-2020,October,4,2020
20201008,08-10-2020,October,4,2020
20201009,09-10-2020,October,4,2020
20201010,10-10-2020,October,4,2020
20201011,11-10-2020,October,4,2020
20201012,12-10-2020,October,4,2020
20201013,13-10-2020,October,4,2020
20201014,14-10-2020,October,4,2020
20201015,15-10-2020,October,4,2020
20201016,16-10-2020,October,4,2020
20201017,17-10-2020,October,4,2020
20201018,18-10-2020,October,4,2020
20201019,19-10-2020,October,4,2020
20201020,20-10-2020,October,4,2020
20201021,21-10-2020,October,4,2020
20201022,22-10-2020,October,4,2020
20201023,23-10-2020,October,4,2020
20201024,24-10-2020,October,4,2020
20201025,25-10-2020,October,4,2020
20201026,26-10-2020,October,4,2020
20201027,27-10-2020,October,4,2020
20201028,28-10-2020,October,4,2020
20201029,29-10-2020,October,4,2020
20201030,30-10-2020,October,4,2020
20201031,31-10-2020,October,4,2020
20201101,01-11-2020,November,4,2020
20201102,02-11-2020,November,4,2020
20201103,03-11-2020,November,4,2020
20201104,04-11-2020,November,4,2020
20201105,05-11-2020,November,4,2020
20201106,06-11-2020,November,4,2020
20201107,07-11-2020,November,4,2020
20201108,08-11-2020,November,4,2020
20201109,09-11-2020,November,4,2020
20201110,10-11-2020,November,4,2020
20201111,11-11-2020,November,4,2020
20201112,12-11-2020,November,4,2020
20201113,13-11-2020,November,4,2020
20201114,14-11-2020,November,4,2020
20201115,15-11-2020,November,4,2020
20201116,16-11-2020,November,4,2020
20201117,17-11-2020,November,4,2020
20201118,18-11-2020,November,4,2020
20201119,19-11-2020,November,4,2020
20201120,20-11-2020,November,4,2020
20201121,21-11-2020,November,4,2020
20201122,22-11-2020,November,4,2020
20201123,23-11-2020,November,4,2020
20201124,24-11-2020,November,4,2020
20201125,25-11-2020,November,4,2020
20201126,26-11-2020,November,4,2020
20201127,27-11-2020,November,4,2020
20201128,28-11-2020,November,4,2020
20201129,29-11-2020,November,4,2020
20201130,30-11-2020,November,4,2020
20201201,01-12-2020,December,4,2020
20201202,02-12-2020,December,4,2020
20201203,03-12-2020,December,4,2020
20201204,04-12-2020,December,4,2020
20201205,05-12-2020,December,4,2020
20201206,06-12-2020,December,4,2020
20201207,07-12-2020,December,4,2020
20201208,08-12-2020,December,4,2020
20201209,09-12-2020,December,4,2020
20201210,10-12-2020,December,4,2020
20201211,11-12-2020,December,4,2020
20201212,12-12-2020,December,4,2020
20201213,13-12-2020,December,4,2020
20201214,14-12-2020,December,4,2020
20201215,15-12-2020,December,4,2020
20201216,16-12-2020,December,4,2020
20201217,17-12-2020,December,4,2020
20201218,18-12-2020,December,4,2020
20201219,19-12-2020,December,4,2020
20201220,20-12-2020,December,4,2020
20201221,21-12-2020,December,4,2020
20201222,22-12-2020,December,4,2020
20201223,23-12-2020,December,4,2020
20201224,24-12-2020,December,4,2020
20201225,25-12-2020,December,4,2020
20201226,26-12-2020,December,4,2020
20201227,27-12-2020,December,4,2020
20201228,28-12-2020,December,4,2020
20201229,29-12-2020,December,4,2020
20201230,30-12-2020,December,4,2020
20201231,31-12-2020,December,4,2020
20210101,01-01-2021,January,1,2021
20210102,02-01-2021,January,1,2021
20210103,03-01-2021,January,1,2021
20210104,04-01-2021,January,1,2021
20210105,05-01-2021,January,1,2021
20210106,06-01-2021,January,1,2021
20210107,07-01-2021,January,1,2021
20210108,08-01-2021,January,1,2021
20210109,09-01-2021,January,1,2021
20210110,10-01-2021,January,1,2021
20210111,11-01-2021,January,1,2021
20210112,12-01-2021,January,1,2021
20210113,13-01-2021,January,1,2021
20210114,14-01-2021,January,1,2021
20210115,15-01-2021,January,1,2021
20210116,16-01-2021,January,1,2021
20210117,17-01-2021,January,1,2021
20210118,18-01-2021,January,1,2021
20210119,19-01-2021,January,1,2021
20210120,20-01-2021,January,1,2021
20210121,21-01-2021,January,1,2021
20210122,22-01-2021,January,1,2021
20210123,23-01-2021,January,1,2021
20210124,24-01-2021,January,1,2021
20210125,25-01-2021,January,1,2021
20210126,26-01-2021,January,1,2021
20210127,27-01-2021,January,1,2021
20210128,28-01-2021,January,1,2021
20210129,29-01-2021,January,1,2021
20210130,30-01-2021,January,1,2021
20210131,31-01-2021,January,1,2021
20210201,01-02-2021,February,1,2021
20210202,02-02-2021,February,1,2021
20210203,03-02-2021,February,1,2021
20210204,04-02-2021,February,1,2021
20210205,05-02-2021,February,1,2021
20210206,06-02-2021,February,1,2021
20210207,07-02-2021,February,1,2021
20210208,08-02-2021,February,1,2021
20210209,09-02-2021,February,1,2021
20210210,10-02-2021,February,1,2021
20210211,11-02-2021,February,1,2021
20210212,12-02-2021,February,1,2021
20210213,13-02-2021,February,1,2021
20210214,14-02-2021,February,1,2021
20210215,15-02-2021,February,1,2021
20210216,16-02-2021,February,1,2021
20210217,17-02-2021,February,1,2021
20210218,18-02-2021,February,1,2021
20210219,19-02-2021,February,1,2021
20210220,20-02-2021,February,1,2021
20210221,21-02-2021,February,1,2021
20210222,22-02-2021,February,1,2021
20210223,23-02-2021,February,1,2021
20210224,24-02-2021,February,1,2021
20210225,25-02-2021,February,1,2021
20210226,26-02-2021,February,1,2021
20210227,27-02-2021,February,1,2021
20210228,28-02-2021,February,1,2021
20210301,01-03-2021,March,1,2021
20210302,02-03-2021,March,1,2021
